#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Thu Oct 15 20:33:37 EDT 2020,19,19,Assignment3Suite,ExtendTest0+ KeysTest0+ KeysTest1+ LambdaTest0+ MinMaxTest0+ MinMaxTest1+ RemoveTest0+ SizeTest0+ , ,ExtendTest1- ExtendTest2- ExtendTest3- ExtendTest4- GetTest0- GetTest1- GetTest2- KeysTest2- KeysTest3- KeysTest4- KeysTest5- KeysTest6- LambdaTest1- LambdaTest2- LambdaTest3- LambdaTest4- MinMaxTest2- MinMaxTest3- MinMaxTest4- MinMaxTest5- MinMaxTest6- MinMaxTest7- PutTest0- PutTest1- PutTest2- PutTest3- PutTest4- PutTest5- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest1- SizeTest2- , ,
1,Thu Oct 15 20:35:32 EDT 2020,19,0,Assignment3Suite,ExtendTest0 KeysTest0 KeysTest1 LambdaTest0 MinMaxTest0 MinMaxTest1 RemoveTest0 SizeTest0 , ,ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest0 GetTest1 GetTest2 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 , ,
2,Thu Oct 15 20:44:45 EDT 2020,92,73,Assignment3Suite,ExtendTest0 ExtendTest1+ ExtendTest2+ ExtendTest3+ ExtendTest4+ GetTest1+ KeysTest0 KeysTest1 KeysTest2+ KeysTest3+ KeysTest4+ KeysTest5+ KeysTest6+ LambdaTest0 LambdaTest1+ LambdaTest2+ LambdaTest3+ LambdaTest4+ MinMaxTest0 MinMaxTest1 MinMaxTest2+ MinMaxTest3+ MinMaxTest4+ MinMaxTest5+ MinMaxTest6+ MinMaxTest7+ PutTest0+ PutTest1+ PutTest3+ PutTest4+ PutTest5+ RemoveTest0 RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ , ,GetTest0 GetTest2 PutTest2 , ,
3,Thu Oct 15 20:46:49 EDT 2020,92,0,Assignment3Suite,ExtendTest0 ExtendTest1 ExtendTest2 ExtendTest3 ExtendTest4 GetTest1 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 LambdaTest0 LambdaTest1 LambdaTest2 LambdaTest3 LambdaTest4 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest3 PutTest4 PutTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 , ,GetTest0 GetTest2 PutTest2 , ,
